,Document_starts,Text,Gold_BSC_seq_integrateIF,Gold_IBCC
104900,0,their,4,4
104901,0,lifespan,4,4
104902,0,",",1,1
104903,0,similar,1,1
104904,0,to,1,1
104905,0,what,1,1
104906,0,happened,1,1
104907,0,with,1,1
104908,0,Dolly,1,1
104909,0,.,1,1
104910,1,The,1,1
104911,0,basic,1,1
104912,0,argument,1,1
104913,0,for,1,1
104914,0,the,1,1
104915,0,death,1,1
104916,0,penalty,1,1
104917,0,is,1,1
104918,0,that,1,1
104919,0,it,2,2
104920,0,deters,0,0
104921,0,crime,0,0
104922,0,",",0,0
104923,0,prevents,0,0
104924,0,recidivism,0,0
104925,0,",",0,0
104926,0,and,0,0
104927,0,is,0,0
104928,0,an,0,0
104929,0,appropriate,0,0
104930,0,punishment,0,0
104931,0,for,0,0
104932,0,serious,0,0
104933,0,crime,0,0
104934,0,.,1,1
104935,1,nuclear,1,3
104936,0,energy,1,4
104937,0,production,1,4
104938,0,would,1,4
104939,0,have,1,4
104940,0,to,1,4
104941,0,increase,1,4
104942,0,by,1,4
104943,0,10,1,4
104944,0,.,1,4
104945,0,5,1,4
104946,0,%,1,4
104947,0,per,1,4
104948,0,year,1,4
104949,0,from,1,4
104950,0,2010,1,4
104951,0,to,1,4
104952,0,2050,1,4
104953,0,to,1,4
104954,0,both,1,4
104955,0,replace,1,4
104956,0,fossil,1,4
104957,0,-,1,4
104958,0,fuel,1,4
104959,0,-,1,4
104960,0,energy,1,4
104961,0,use,1,4
104962,0,and,1,4
104963,0,meet,1,4
104964,0,the,1,4
104965,0,future,1,4
104966,0,energy,1,4
104967,0,demands,1,4
104968,0,.,1,1
104969,1,Tax,1,1
104970,0,revenue,1,1
104971,0,The,2,2
104972,0,government,0,0
104973,0,could,0,0
104974,0,tax,0,0
104975,0,and,0,0
104976,0,regulate,0,0
104977,0,the,0,0
104978,0,marijuana,0,0
104979,0,industry,0,0
104980,0,",",0,0
104981,0,generating,0,0
104982,0,state,0,0
104983,0,revenue,0,0
104984,0,at,0,0
104985,0,a,0,0
104986,0,time,0,0
104987,0,when,0,0
104988,0,it,0,0
104989,0,is,0,0
104990,0,needed,0,0
104991,0,.,1,1
104992,1,Assassinate,1,1
104993,0,presidents,1,1
104994,0,",",1,1
104995,0,and,1,1
104996,0,they,1,1
104997,0,ain,1,1
104998,0,',1,1
104999,0,t,1,1
105000,0,the,1,1
105001,0,only,1,1
105002,0,ones,1,1
105003,0,",",1,1
105004,0,we,1,1
105005,0,can,1,1
105006,0,get,1,1
105007,0,them,1,1
105008,0,all,1,1
105009,0,",",1,1
105010,0,young,1,1
105011,0,and,1,1
105012,0,old,1,1
105013,0,",",1,1
105014,0,if,1,1
105015,0,we,1,1
105016,0,stick,1,1
105017,0,to,1,1
105018,0,our,1,1
105019,0,guns,1,1
105020,0,.,1,1
105021,1,He,1,1
105022,0,also,1,1
105023,0,said,1,1
105024,0,he,1,1
105025,0,believes,1,1
105026,0,incidents,3,3
105027,0,of,4,4
105028,0,personal,4,4
105029,0,injury,4,4
105030,0,would,4,4
105031,0,rise,4,4
105032,0,",",4,4
105033,0,as,4,4
105034,0,more,4,3
105035,0,people,4,4
105036,0,would,4,4
105037,0,be,4,4
105038,0,under,4,4
105039,0,the,4,4
105040,0,influence,4,4
105041,0,at,4,4
105042,0,work,4,4
105043,0,or,4,4
105044,0,while,4,4
105045,0,driving,4,4
105046,0,",",4,4
105047,0,potentially,4,4
105048,0,causing,4,4
105049,0,more,4,4
105050,0,accidents,4,4
105051,0,in,1,4
105052,0,the,1,4
105053,0,workplace,1,4
105054,0,",",3,4
105055,0,on,4,4
105056,0,the,4,4
105057,0,roadways,4,4
105058,0,and,4,4
105059,0,out,4,4
105060,0,in,4,4
105061,0,public,4,4
105062,0,places,4,4
105063,0,.,1,1
105064,1,Research,1,1
105065,0,suggests,1,1
105066,0,that,1,1
105067,0,a,2,2
105068,0,minimum,0,0
105069,0,-,0,0
105070,0,wage,0,0
105071,0,increase,0,0
105072,0,could,0,0
105073,0,have,0,0
105074,0,a,0,0
105075,0,small,0,0
105076,0,stimulative,0,0
105077,0,effect,0,0
105078,0,on,0,0
105079,0,the,0,0
105080,0,economy,0,0
105081,0,as,1,1
105082,0,low,1,1
105083,0,-,1,1
105084,0,wage,1,1
105085,0,workers,1,1
105086,0,spend,1,1
105087,0,their,1,1
105088,0,additional,1,1
105089,0,earnings,1,1
105090,0,",",1,1
105091,0,raising,1,1
105092,0,demand,1,1
105093,0,and,1,1
105094,0,job,1,1
105095,0,growth,1,1
105096,0,",",1,1
105097,0,and,1,1
105098,0,providing,1,1
105099,0,some,1,1
105100,0,help,1,1
105101,0,on,1,1
105102,0,the,1,1
105103,0,jobs,1,1
105104,0,front,1,1
105105,0,.,1,1
105106,0,"""",1,1
105107,1,To,1,1
105108,0,its,1,1
105109,0,credit,1,1
105110,0,though,1,1
105111,0,",",1,1
105112,0,it,1,1
105113,0,doesn,1,1
105114,0,',1,1
105115,0,t,1,1
105116,0,"""",1,1
105117,0,split,1,1
105118,0,"""",1,1
105119,0,the,1,1
105120,0,user,1,1
105121,0,',1,1
105122,0,s,1,1
105123,0,chakra,1,1
105124,0,the,1,1
105125,0,way,1,1
105126,0,a,1,1
105127,0,shadow,1,1
105128,0,clone,1,1
105129,0,does,1,1
105130,0,",",1,1
105131,0,and,1,1
105132,0,likely,1,1
105133,0,costs,1,1
105134,0,less,1,1
105135,0,chakra,1,1
105136,0,to,1,1
105137,0,create,1,1
105138,0,as,1,1
105139,0,well,1,1
105140,0,.,1,1
105141,1,Side,1,1
105142,0,effects,1,1
105143,0,of,1,1
105144,0,the,1,1
105145,0,drug,1,1
105146,0,combination,1,1
105147,0,may,1,1
105148,0,include,1,1
105149,0,bleeding,1,1
105150,0,",",1,1
105151,0,.,1,1
105152,0,.,1,1
105153,0,.,1,1
105154,1,Thus,1,1
105155,0,",",1,1
105156,0,the,3,3
105157,0,safety,4,4
105158,0,of,4,4
105159,0,society,4,4
105160,0,can,4,4
105161,0,be,4,4
105162,0,assured,4,4
105163,0,without,4,4
105164,0,using,4,4
105165,0,the,4,4
105166,0,death,4,4
105167,0,penalty,4,4
105168,0,.,1,1
105169,1,A,1,1
105170,0,subsequent,1,1
105171,0,article,1,1
105172,0,will,1,1
105173,0,describe,1,1
105174,0,some,1,1
105175,0,of,1,1
105176,0,the,1,1
105177,0,adverse,1,3
105178,0,physical,1,4
105179,0,",",1,4
105180,0,psychological,1,4
105181,0,",",1,4
105182,0,social,1,4
105183,0,and,1,4
105184,0,reproductive,1,4
105185,0,effects,1,4
105186,0,of,1,4
105187,0,induced,1,4
105188,0,abortion,1,4
105189,0,on,1,1
105190,0,Chinese,1,1
105191,0,women,1,1
105192,0,and,1,1
105193,0,children,1,1
105194,0,.,1,1
105195,1,Also,1,1
105196,0,we,1,2
105197,0,can,1,0
105198,0,gather,1,0
105199,0,money,1,0
105200,0,",",1,0
105201,0,do,1,0
105202,0,some,1,0
105203,0,charities,1,0
105204,0,in,1,0
105205,0,order,1,0
105206,0,to,1,0
105207,0,help,1,0
105208,0,poor,1,0
105209,0,students,1,0
105210,0,to,1,0
105211,0,buy,1,0
105212,0,school,1,0
105213,0,uniform,1,0
105214,0,which,1,1
105215,0,is,1,1
105216,0,very,1,1
105217,0,important,1,1
105218,0,at,1,1
105219,0,our,1,1
105220,0,schools,1,1
105221,0,.,1,1
105222,1,Their,2,1
105223,0,school,0,2
105224,0,uniforms,0,0
105225,0,are,0,0
105226,0,wrinkle,0,0
105227,0,and,0,0
105228,0,soil,0,0
105229,0,resistant,0,0
105230,0,",",0,0
105231,0,making,0,0
105232,0,them,0,0
105233,0,able,0,0
105234,0,to,0,0
105235,0,be,0,0
105236,0,worn,0,0
105237,0,frequently,0,0
105238,0,with,0,0
105239,0,little,0,0
105240,0,maintenance,0,0
105241,0,.,1,1
105242,1,Fellows,1,1
105243,0,who,1,1
105244,0,complete,1,1
105245,0,the,1,1
105246,0,3S,1,1
105247,0,Fundamentals,1,1
105248,0,Course,1,1
105249,0,will,1,1
105250,0,have,1,1
105251,0,gained,1,1
105252,0,a,1,1
105253,0,significant,1,1
105254,0,amount,1,1
105255,0,of,1,1
105256,0,knowledge,1,1
105257,0,that,1,1
105258,0,will,1,1
105259,0,enhance,1,1
105260,0,their,1,1
105261,0,professional,1,1
105262,0,understanding,1,1
105263,0,and,1,1
105264,0,decision,1,1
105265,0,-,1,1
105266,0,making,1,1
105267,0,abilities,1,1
105268,0,within,1,1
105269,0,their,1,1
105270,0,home,1,1
105271,0,nuclear,1,1
105272,0,energy,1,1
105273,0,programs,1,1
105274,0,.,1,1
105275,1,This,1,1
105276,0,proves,1,1
105277,0,to,1,1
105278,0,potentially,1,1
105279,0,save,1,1
105280,0,Colorado,1,1
105281,0,alone,1,1
105282,0,an,1,1
105283,0,average,1,1
105284,0,of,1,1
105285,0,$,1,1
105286,0,40,1,1
105287,0,.,1,1
105288,1,5,1,1
105289,0,percent,1,1
105290,0,effective,1,1
105291,0,",",1,1
105292,0,and,1,1
105293,0,the,1,1
105294,0,National,1,1
105295,0,Abortion,1,1
105296,0,Federation's,1,1
105297,0,latest,1,1
105298,0,guidance,1,1
105299,0,shows,1,1
105300,0,that,1,1
105301,0,the,1,1
105302,0,drugs,2,2
105303,0,can,0,0
105304,0,be,0,0
105305,0,used,0,0
105306,0,safely,0,0
105307,0,and,0,0
105308,0,effectively,0,0
105309,0,in,0,0
105310,0,the,0,0
105311,0,first,0,0
105312,0,10,0,0
105313,0,weeks,0,0
105314,0,of,0,0
105315,0,a,0,0
105316,0,pregnancy,0,0
105317,0,.,1,1
105318,1,Mice,2,2
105319,0,have,0,0
105320,0,been,0,0
105321,0,successfully,0,0
105322,0,cloned,0,0
105323,0,and,0,0
105324,0,will,0,0
105325,0,likely,0,0
105326,0,facilitate,0,0
105327,0,the,0,0
105328,0,discovery,0,0
105329,0,of,0,0
105330,0,new,0,0
105331,0,treatments,0,0
105332,0,for,0,0
105333,0,disease,0,0
105334,0,.,1,1
105335,1,Some,2,2
105336,0,people,0,0
105337,0,find,0,0
105338,0,it,0,0
105339,0,beneficial,0,0
105340,0,",",0,0
105341,0,and,0,0
105342,0,believe,0,0
105343,0,it,0,0
105344,0,is,0,0
105345,0,the,0,0
105346,0,best,0,0
105347,0,way,0,0
105348,0,to,0,0
105349,0,relieve,0,0
105350,0,their,0,0
105351,0,chronic,0,0
105352,0,pain,0,0
105353,0,.,1,1
105354,1,Even,1,1
105355,0,if,1,1
105356,0,the,1,1
105357,0,measure,1,1
105358,0,had,1,1
105359,0,passed,1,1
105360,0,",",1,1
105361,0,recreational,3,3
105362,0,use,4,4
105363,0,of,4,4
105364,0,marijuana,4,4
105365,0,would,4,4
105366,0,still,4,4
105367,0,be,4,4
105368,0,illegal,4,4
105369,0,at,4,4
105370,0,the,4,4
105371,0,federal,4,4
105372,0,level,4,4
105373,0,under,4,4
105374,0,Congressas,4,4
105375,0,Controlled,4,4
105376,0,Substances,4,4
105377,0,Act,4,4
105378,0,",",1,1
105379,0,which,1,1
105380,0,could,1,1
105381,0,have,1,1
105382,0,led,1,1
105383,0,to,1,1
105384,0,legal,1,1
105385,0,dispute,1,1
105386,0,between,1,1
105387,0,the,1,1
105388,0,state,1,1
105389,0,and,1,1
105390,0,federal,1,1
105391,0,authorities,1,1
105392,0,.,1,1
105393,1,It,2,2
105394,0,can,0,0
105395,0,also,0,0
105396,0,raise,0,0
105397,0,millions,0,0
105398,0,out,0,0
105399,0,of,0,0
105400,0,poverty,0,0
105401,0,",",0,0
105402,0,help,0,0
105403,0,families,0,0
105404,0,",",0,0
105405,0,and,0,0
105406,0,will,0,0
105407,0,boost,0,0
105408,0,our,0,0
105409,0,economical,0,0
105410,0,recovery,0,0
105411,0,from,0,0
105412,0,the,0,0
105413,0,crash,0,0
105414,0,of,0,0
105415,0,the,0,0
105416,0,stock,0,0
105417,0,market,0,0
105418,0,.,1,1
105419,1,It,1,1
105420,0,drove,1,1
105421,0,a,1,1
105422,0,wedge,1,1
105423,0,between,1,1
105424,0,the,1,1
105425,0,cops,1,1
105426,0,and,1,1
105427,0,the,1,1
105428,0,NRA,1,1
105429,0,",",1,1
105430,0,even,1,1
105431,0,though,1,1
105432,0,there,1,1
105433,0,was,1,1
105434,0,never,1,1
105435,0,such,1,1
105436,0,a,1,1
105437,0,thing,1,1
105438,0,as,1,1
105439,0,a,1,1
105440,0,cop,1,1
105441,0,killer,1,1
105442,0,bullet,1,1
105443,0,",",1,1
105444,0,Vizzard,1,1
105445,0,says,1,1
105446,0,.,1,1
105447,1,First,1,1
105448,0,of,1,1
105449,0,all,1,1
105450,0,",",1,1
105451,0,a,1,1
105452,0,cellphone,1,1
105453,0,is,1,1
105454,0,easy,1,1
105455,0,to,1,1
105456,0,use,1,1
105457,0,",",1,1
105458,0,communicate,1,1
105459,0,and,1,1
105460,0,handy,1,1
105461,0,.,1,1
105462,1,90,1,1
105463,0,Specific,1,1
105464,0,provisions,1,1
105465,0,Wages,1,1
105466,0,may,1,1
105467,0,be,1,1
105468,0,fix,1,1
105469,0,at,1,1
105470,0,time,1,1
105471,0,rate,1,1
105472,0,",",1,1
105473,0,piece,1,1
105474,0,-,1,1
105475,0,rate,1,1
105476,0,work,1,1
105477,0,",",1,1
105478,0,commission,1,1
105479,0,",",1,1
105480,0,at,1,1
105481,0,a,1,1
105482,0,standard,1,1
105483,0,rate,1,1
105484,0,or,1,1
105485,0,any,1,1
105486,0,other,1,1
105487,0,manner,1,1
105488,0,.,1,1
105489,1,Legalizing,2,2
105490,0,marijuana,0,0
105491,0,can,0,0
105492,0,greatly,0,0
105493,0,help,0,0
105494,0,our,0,0
105495,0,economy,0,0
105496,0,in,0,0
105497,0,several,0,0
105498,0,different,0,0
105499,0,ways,0,0
105500,0,and,1,1
105501,0,thereas,1,1
105502,0,.,1,1
105503,0,.,1,1
105504,0,.,1,1
105505,1,62524,1,1
105506,0,-,1,1
105507,0,Westport,1,1
105508,0,News,1,1
105509,0,Image,1,1
105510,0,5,1,1
105511,0,of,1,1
105512,0,21,1,1
105513,0,South,2,2
105514,0,Korean,0,0
105515,0,scientists,0,0
105516,0,have,0,0
105517,0,cloned,0,0
105518,0,cats,0,0
105519,0,that,0,0
105520,0,glow,0,0
105521,0,red,0,0
105522,0,when,0,0
105523,0,exposed,0,0
105524,0,to,0,0
105525,0,ultraviolet,0,0
105526,0,rays,0,0
105527,0,",",0,0
105528,0,an,0,0
105529,0,achievement,0,0
105530,0,that,0,0
105531,0,could,0,0
105532,0,help,0,0
105533,0,develop,0,0
105534,0,cures,0,0
105535,0,for,0,0
105536,0,human,0,0
105537,0,genetic,0,0
105538,0,diseases,0,0
105539,0,.,1,1
105540,1,One,1,1
105541,0,hopes,1,1
105542,0,that,1,1
105543,0,such,1,1
105544,0,public,1,1
105545,0,engagement,1,1
105546,0,will,1,1
105547,0,eventually,1,1
105548,0,lead,1,1
105549,0,to,1,1
105550,0,improved,1,1
105551,0,safety,1,1
105552,0,conditions,1,1
105553,0,at,1,1
105554,0,nuclear,1,1
105555,0,facilities,1,1
105556,0,in,1,1
105557,0,the,1,1
105558,0,developing,1,1
105559,0,world,1,1
105560,0,.,1,1
105561,1,School,3,3
105562,0,uniform,4,4
105563,0,is,4,4
105564,0,ugly,4,4
105565,0,",",4,4
105566,0,cheap,4,4
105567,0,",",4,4
105568,0,badly,4,4
105569,0,cut,4,4
105570,0,",",4,4
105571,0,badly,4,4
105572,0,fitting,4,4
105573,0,",",4,4
105574,0,not,4,4
105575,0,fit,4,4
105576,0,for,4,4
105577,0,purpose,4,4
105578,0,",",4,4
105579,0,just,4,4
105580,0,plain,4,4
105581,0,horrible,4,4
105582,0,.,1,1
105583,1,Similarly,1,1
105584,0,",",1,1
105585,0,both,1,1
105586,0,whites,1,1
105587,0,and,1,1
105588,0,Hispanics,1,1
105589,0,have,1,1
105590,0,become,1,1
105591,0,significantly,1,1
105592,0,less,1,1
105593,0,pro,1,1
105594,0,-,1,1
105595,0,choice,1,1
105596,0,.,1,1
105597,1,It,1,1
105598,0,shows,1,1
105599,0,that,1,1
105600,0,the,1,1
105601,0,Minimum,1,1
105602,0,Wage,1,1
105603,0,in,1,1
105604,0,Ireland,1,1
105605,0,has,1,1
105606,0,increased,1,1
105607,0,greater,1,1
105608,0,than,1,1
105609,0,the,1,1
105610,0,price,1,1
105611,0,level,1,1
105612,0,.,1,1
105613,1,Have,1,1
105614,0,nuclear,1,1
105615,0,power,1,1
105616,0,plants,1,1
105617,0,ever,1,1
105618,0,been,1,1
105619,0,built,1,1
105620,0,as,1,1
105621,0,fast,1,1
105622,0,as,1,1
105623,0,would,1,1
105624,0,be,1,1
105625,0,needed,1,1
105626,0,to,1,1
105627,0,make,1,1
105628,0,another,1,1
105629,0,major,1,1
105630,0,reduction,1,1
105631,0,in,1,1
105632,0,greenhouse,1,1
105633,0,gas,1,1
105634,0,emissions,1,1
105635,0,?,1,1
105636,1,Legalised,3,3
105637,0,abortion,4,4
105638,0,means,4,4
105639,0,abandoning,4,4
105640,0,this,4,4
105641,0,most,4,4
105642,0,basic,4,4
105643,0,human,4,4
105644,0,right,4,4
105645,0,",",4,4
105646,0,the,4,4
105647,0,right,4,4
105648,0,to,4,4
105649,0,live,4,4
105650,0,",",1,1
105651,0,of,1,1
105652,0,a,1,1
105653,0,whole,1,1
105654,0,class,1,1
105655,0,of,1,1
105656,0,human,1,1
105657,0,beings,1,1
105658,0,.,1,1
105659,1,Gun,1,1
105660,0,Control,1,1
105661,0,Name,1,1
105662,0,Institution,1,1
105663,0,Gun,1,1
105664,0,Control,1,1
105665,0,Gun,1,1
105666,0,control,1,1
105667,0,is,1,1
105668,0,a,1,1
105669,0,controversial,1,1
105670,0,issue,1,1
105671,0,in,1,1
105672,0,United,1,1
105673,0,.,1,1
105674,0,.,1,1
105675,0,.,1,1
105676,1,Contrasting,1,1
105677,0,states,1,1
105678,0,with,1,1
105679,0,high,1,1
105680,0,unemployment,1,1
105681,0,seem,1,1
105682,0,to,1,1
105683,0,have,1,1
105684,0,more,1,1
105685,0,employee,1,1
105686,0,friendly,1,1
105687,0,laws,1,1
105688,0,that,1,1
105689,0,can,1,3
105690,0,work,1,4
105691,0,to,1,4
105692,0,discourage,1,4
105693,0,new,1,4
105694,0,hiring,1,4
105695,0,.,1,1
105696,1,"""We",3,3
105697,0,can,4,4
105698,0,meet,4,4
105699,0,our,4,4
105700,0,future,4,4
105701,0,electricity,4,4
105702,0,needs,4,4
105703,0,and,4,4
105704,0,reduce,4,4
105705,0,global,4,4
105706,0,warming,4,4
105707,0,pollution,4,4
105708,0,without,4,4
105709,0,increasing,4,4
105710,0,our,4,4
105711,0,reliance,4,4
105712,0,on,4,4
105713,0,nuclear,4,4
105714,0,energy,4,4
105715,0,",",1,1
105716,0,"""",1,1
105717,0,the,1,1
105718,0,groups,1,1
105719,0,wrote,1,1
105720,0,.,1,1
105721,1,New,3,3
105722,0,data,4,4
105723,0,out,4,4
105724,0,from,4,4
105725,0,the,4,4
105726,0,UK,4,4
105727,0,",",4,4
105728,0,where,4,4
105729,0,guns,4,4
105730,0,are,4,4
105731,0,banned,4,4
105732,0,",",4,4
105733,0,shows,4,4
105734,0,gun,4,4
105735,0,crime,4,4
105736,0,has,4,4
105737,0,soared,4,4
105738,0,by,4,4
105739,0,35,4,4
105740,0,.,1,1
105741,0,.,1,1
105742,0,.,1,1
105743,1,Gun,1,1
105744,0,control,1,1
105745,0,enthusiasts,1,1
105746,0,believe,1,1
105747,0,the,1,1
105748,0,cost,1,1
105749,0,will,1,1
105750,0,be,1,1
105751,0,small,1,1
105752,0,",",1,1
105753,0,and,1,1
105754,0,borne,1,1
105755,0,by,1,1
105756,0,those,1,1
105757,0,forced,1,1
105758,0,to,1,1
105759,0,surrender,1,1
105760,0,their,1,1
105761,0,property,1,1
105762,0,.,1,1
105763,1,However,1,1
105764,0,",",1,1
105765,0,we,3,3
105766,0,should,4,4
105767,0,not,4,4
105768,0,fall,4,4
105769,0,victim,4,4
105770,0,to,4,4
105771,0,the,4,4
105772,0,illusion,4,4
105773,0,that,4,4
105774,0,requiring,4,4
105775,0,school,4,4
105776,0,uniforms,4,4
105777,0,for,4,4
105778,0,children,4,4
105779,0,under,4,4
105780,0,the,4,4
105781,0,age,4,4
105782,0,of,4,4
105783,0,14,4,4
105784,0,can,4,4
105785,0,prevent,4,4
105786,0,this,4,4
105787,0,teenage,4,4
105788,0,violence,4,4
105789,0,.,1,1
105790,1,nuclear,2,2
105791,0,industry,0,0
105792,0,is,0,0
105793,0,taking,0,0
105794,0,significant,0,0
105795,0,action,0,0
105796,0,to,0,0
105797,0,ensure,0,0
105798,0,that,0,0
105799,0,each,0,0
105800,0,of,0,0
105801,0,the,0,0
105802,0,nationas,0,0
105803,0,104,0,0
105804,0,nuclear,0,0
105805,0,plants,0,0
105806,0,operate,0,0
105807,0,safely,0,0
105808,0,and,0,0
105809,0,securely,1,0
105810,0,.,1,1
105811,1,First,1,1
105812,0,off,1,1
105813,0,",",1,1
105814,0,gun,3,3
105815,0,control,4,4
105816,0,does,4,4
105817,0,not,4,4
105818,0,stop,4,4
105819,0,the,4,4
105820,0,criminals,4,4
105821,0,from,4,4
105822,0,getting,4,4
105823,0,a,4,4
105824,0,guns,4,4
105825,0,.,1,1
105826,1,They,1,1
105827,0,believe,1,1
105828,0,that,1,1
105829,0,good,1,1
105830,0,and,1,1
105831,0,moral,1,1
105832,0,people,1,1
105833,0,enter,1,1
105834,0,Heaven,1,1
105835,0,or,1,1
105836,0,paradise,1,1
105837,0,and,1,1
105838,0,that,1,1
105839,0,bad,1,1
105840,0,and,1,1
105841,0,immoral,1,1
105842,0,people,1,1
105843,0,go,1,1
105844,0,to,1,1
105845,0,Hell,1,1
105846,0,.,1,1
105847,1,If,1,1
105848,0,we,1,1
105849,0,are,1,1
105850,0,to,1,1
105851,0,continue,1,1
105852,0,to,1,1
105853,0,enjoy,1,1
105854,0,both,1,1
105855,0,reliable,1,2
105856,0,electricity,1,0
105857,0,production,1,0
105858,0,and,1,0
105859,0,the,1,0
105860,0,economic,1,0
105861,0,benefits,1,0
105862,0,of,1,0
105863,0,nuclear,1,0
105864,0,energy,1,0
105865,0,facilities,1,0
105866,0,",",1,1
105867,0,we,1,1
105868,0,have,1,1
105869,0,to,1,1
105870,0,maintain,1,1
105871,0,our,1,1
105872,0,confidence,1,1
105873,0,in,1,1
105874,0,nuclear,1,1
105875,0,energy,1,1
105876,0,safety,1,1
105877,0,.,1,1
105878,1,The,2,2
105879,0,current,0,0
105880,0,drug,0,0
105881,0,laws,0,0
105882,0,are,0,0
105883,0,doing,0,0
105884,0,far,0,0
105885,0,more,0,0
105886,0,harm,0,0
105887,0,than,0,0
105888,0,good,0,0
105889,0,.,1,1
105890,1,Jinnai,1,1
105891,0,continues,1,1
105892,0,to,1,1
105893,0,wear,1,1
105894,0,his,1,1
105895,0,school,1,1
105896,0,uniform,1,1
105897,0,",",1,1
105898,0,but,1,1
105899,0,this,1,1
105900,0,may,1,1
105901,0,simply,1,1
105902,0,be,1,1
105903,0,because,1,1
105904,0,",",1,1
105905,0,living,1,1
105906,0,with,1,1
105907,0,the,1,1
105908,0,Bugrom,1,1
105909,0,",",1,1
105910,0,getting,2,2
105911,0,new,0,0
105912,0,clothing,0,0
105913,0,is,0,0
105914,0,too,0,0
105915,0,much,0,0
105916,0,of,0,0
105917,0,a,0,0
105918,0,hassle,0,0
105919,0,.,1,1
105920,1,Latly,1,1
105921,0,the,1,1
105922,0,effects,1,1
105923,0,on,1,1
105924,0,people,1,1
105925,0,Radiation,1,1
105926,0,Radiation,1,1
105927,0,doses,1,1
105928,0,of,1,1
105929,0,about,1,1
105930,0,200,1,1
105931,0,rems,1,1
105932,0,cause,1,1
105933,0,radiation,1,1
105934,0,sickness,1,1
105935,0,",",1,1
105936,0,but,1,1
105937,0,only,1,1
105938,0,if,1,1
105939,0,this,1,1
105940,0,large,1,1
105941,0,amount,1,1
105942,0,of,1,1
105943,0,radiation,1,1
105944,0,is,1,1
105945,0,received,1,1
105946,0,all,1,1
105947,0,at,1,1
105948,0,once,1,1
105949,0,.,1,1
105950,1,One,3,3
105951,0,of,4,4
105952,0,the,4,4
105953,0,most,4,4
105954,0,serious,4,4
105955,0,problems,4,4
105956,0,of,4,4
105957,0,cloning,4,4
105958,0,of,4,4
105959,0,human,4,4
105960,0,embryos,4,4
105961,0,for,4,4
105962,0,therapeutic,4,4
105963,0,purposes,4,4
105964,0,",",4,4
105965,0,is,4,4
105966,0,that,4,4
105967,0,with,4,4
105968,0,harvesting,4,4
105969,0,stem,4,4
105970,0,cells,4,4
105971,0,",",4,4
105972,0,the,4,4
105973,0,embryo,4,4
105974,0,is,4,4
105975,0,formed,4,4
105976,0,by,4,4
105977,0,cloning,4,4
105978,0,practical,4,4
105979,0,killed,4,4
105980,0,.,1,1
105981,1,aC/,1,1
105982,0,Nitrogen,1,1
105983,0,fixing,1,1
105984,0,cyano,1,1
105985,0,-,1,1
105986,0,bacteria,2,2
105987,0,(,0,0
105988,0,Nostoc,0,0
105989,0,),0,0
105990,0,can,0,0
105991,0,be,0,0
105992,0,prepared,0,0
105993,0,using,0,0
105994,0,gene,0,0
105995,0,cloning,0,0
105996,0,thus,0,0
105997,0,having,0,0
105998,0,more,0,0
105999,0,ability,0,0
106000,0,to,0,0
106001,0,fix,0,0
106002,0,the,0,0
106003,0,nitrogen,0,0
106004,0,in,0,0
106005,0,the,0,0
106006,0,air,0,0
106007,0,that,1,1
106008,0,increases,1,1
106009,0,the,1,1
106010,0,nitrogen,1,1
106011,0,content,1,1
106012,0,of,1,1
106013,0,the,1,1
106014,0,soil,1,1
106015,0,providing,1,1
106016,0,plants,1,1
106017,0,with,1,1
106018,0,better,1,1
106019,0,environment,1,1
106020,0,to,1,1
106021,0,grow,1,1
106022,0,.,1,1
106023,1,Wind,3,3
106024,0,power,4,4
106025,0,",",4,4
106026,0,solar,4,4
106027,0,power,4,4
106028,0,and,4,4
106029,0,wave,4,4
106030,0,power,4,4
106031,0,are,4,4
106032,0,being,4,4
106033,0,used,4,4
106034,0,very,4,4
106035,0,widely,4,4
106036,0,in,4,4
106037,0,other,4,4
106038,0,countries,4,4
106039,0,",",4,4
106040,0,so,4,4
106041,0,there,4,4
106042,0,is,4,4
106043,0,no,4,4
106044,0,need,4,4
106045,0,to,4,4
106046,0,build,4,4
106047,0,more,4,4
106048,0,nuclear,4,4
106049,0,power,4,4
106050,0,plants,4,4
106051,0,anywhere,1,1
106052,0,in,1,1
106053,0,the,1,1
106054,0,world,1,1
106055,0,.,1,1
106056,1,Researchers,3,3
106057,0,have,4,4
106058,0,observed,4,4
106059,0,some,4,4
106060,0,adverse,4,4
106061,0,health,4,4
106062,0,effects,4,4
106063,0,in,4,4
106064,0,sheep,4,4
106065,0,and,4,4
106066,0,other,4,4
106067,0,mammals,4,4
106068,0,that,4,4
106069,0,have,4,4
106070,0,been,4,4
106071,0,cloned,4,4
106072,0,.,1,1
106073,1,It,1,1
106074,0,has,1,1
106075,0,evolved,1,1
106076,0,from,1,1
106077,0,stoning,1,1
106078,0,women,1,1
106079,0,to,1,1
106080,0,death,1,1
106081,0,for,1,1
106082,0,committing,1,1
106083,0,adultery,1,1
106084,0,to,1,1
106085,0,giving,1,1
106086,0,lethal,1,1
106087,0,injections,1,1
106088,0,to,1,1
106089,0,serial,1,1
106090,0,killers,1,1
106091,0,.,1,1
106092,1,The,1,1
106093,0,reactor,1,1
106094,0,systems,1,1
106095,0,and,1,1
106096,0,fuel,1,1
106097,0,cycle,1,1
106098,0,components,1,1
106099,0,that,1,1
