id	value	task	text	hypothesis
1233	TRUE	MT	Writer Samir Abdou described as regrettable the amount of &quot;intellectuals, artists and writers&quot; contesting the elections, especially compared to recent years, stating that their chances of success were greatly diminished by the high costs of an electorial campaign.	Writer Samir Abdo regrets that there are few &quot;intellectuals&quot; among the contestants because of the high cost of the campaign.
1284	TRUE	MT	Economic experts were surprised by this coordinated reduction of interest rates; they were expecting, before the meetings of officials in the German Central Bank and French Central Bank today, that the two main central banks in the Euro countries would not reduce interest rates this week.	Two main banks reduced their interest rates.
2103	FALSE	MT	Brussels says its sugar policy is legal and has warned that a ruling against it could hurt poorer developing countries, notably in Africa and the Caribbean, who also benefit from its subsidy system.	Brussels says that its policy on the sugar is legal, but noticed that an opinion in his con could damage to the countries developing more poor men, specially in Africa and the Caribbean, that also benefit from the system of subsidies.
1354	FALSE	MT	Syrian voters began heading to the polling offices this morning, Monday, to elect a new People&apos;s Congress (Parliament), in which the ruling coalition is expected to win a majority of its seats.	Started the electors Syrian this morning on Monday to offices the ballot to elect Council people ) Parliament ( new it is expected that wins the ruling coalition the majority of seats on it
1276	TRUE	MT	Three parties that enjoy the absolute majority, or 276 votes, inside the Parliament, which is the required majority to unseat the government, submitted these memoranda.	The memoranda were submitted by the three parties who share the absolute majority, and have the power to topple the government.
1208	TRUE	MT	Azerbaijanis began voting this morning, Sunday, in the first round of the presidential elections, of which opinion polls are favoring current President Heydar Aliyev to win.	Azerbaijanis are voting in the presidential elections, in which Heydar Aliyev is expected to be re-elected.
1260	TRUE	MT	When asked by some parties to complete his term, President Liamine Zeroual refused, saying that his decision to step down was a political one, and that he intended to go ahead with it.	President Zeroual is to resign.
1250	TRUE	MT	On the other hand, Hilal affirmed that some voters were abroad or did not obtain their election cards, pointing to the occurrence of rare violations such as, for example, the desire of some voters to vote by using their identity cards.	Hilal speculated that some of voters had not received voting passes, or had tried to use their id cards.
1183	FALSE	MT	Michael said that Pinochet came to Britain with a passport that does not require a visa, and it is likely that he may have presented, supported with evidence, medical reasons for requiring treatment and therefore, there was no reason for immigration authorities to prevent him from entering the country upon his arrival.	Immigration authorities had grounds to prevent Pinochet from entering the country, as he had no visa or medical evidence.
1342	FALSE	MT	A new tally obtained from a security source showed that six people, including three Western tourists, were killed and seven others were wounded, including two tourists, in the attack that was carried out today, Tuesday, by Yemeni security forces on the kidnappers of 16 foreign tourists.	Reported outcome new obtained from security source that six persons including three Western tourists killed and wounded seven others among them in the attack launched by the security forces Yemen today to kidnappers of 16 tourists foreigners
1303	FALSE	MT	He ended the seventh visit to a Gulf Arab state; he had earlier visited the Kingdom of Saudi Arabia, Kuwait, Qatar, Bahrain, Oman and the United Arab Emirates.	The tour has already brought him to Jordan, Turkey and Egypt.
1350	FALSE	MT	These organizations demanded in a statement the formation of &quot;a commission to refer those responsible for (crimes of torture) to the appropriate judicial authorities, hold high-ranking officials who committed conspiracy accountable, and apologize to the people for the collective punishment, torture, material, physical and psychological damages inflicted upon them and compensate them.&quot;	Called these organizations in his statement to form the Committee of those responsible for ) the Crimes of Torture ( to those judicial responsible and accountability senior officials who colluded to them and the provision of apologize to the people as their right of collective punishment, torture and physical and economic damage physical and psychological and compensation of age.
1245	TRUE	MT	The investigation also confirmed that during Pinochet&apos;s dictatorship, &quot;an armed entity was established that benefited from a military structure and a power takeover, in consolidating a terrorist regime for the purpose of implementing a plan to get rid of patriotic group elements, via involuntary relocations, kidnapping, torture and assassinations, and taking advantage of help from other countries, especially Argentina.	During Pinochet&apos;s dictatorship, an armed organization committed murder and violent acts, and exploited countries like Argentina.
1329	TRUE	MT	The Euro banknotes, which will be in Europeans&apos; wallets in the year 2002, will not bear traditional images of famous people, but will bear geometrical drawings representing openness and communication.	The Euro will be in use in 2002.
1315	TRUE	MT	The letter went on to say that the examinations, conducted after the course of treatment, were as positive as the doctors could have expected.	The test results were positive.
1280	TRUE	MT	The government newspaper &quot;Tishrin&quot; said in a commentary that &quot;what is required from the new People&apos;s Congress is no less important than what was required from the previous congresses, and it may even exceed it in importance in view of the serious challenges facing the region in general and Syria in particular.&quot;	The requirements of the new People&apos;s Congress are perhaps more significant than those of the previous congress, considering the very real challenges facing the country.
1213	TRUE	MT	In the tape, Yigit detailed his relationships with a Turkish Mafia boss jailed in France, named Alaattin Cakici.	The details of the reationship between Yigit and a Turkish Mafia leader, Alaattin Cakici, who is currently serving a sentence in France, were disclosed on recording.
1200	TRUE	MT	The Iranian Islamic Republic&apos;s spiritual guide, Ayatollah Ali Khameni, strongly denounced the Palestinian Authority President Yasser Arafat today, Friday, for signing the Wye Plantation Accord with Israel and called him &quot;a traitor and a follower of the Zionists.&quot;	Ayatollah Ali Khamenei, Iran&apos;s spiritual guide, called Yasser Arafat a &quot;Zionist&quot; for signing the Wye Plantation Agreement.
1198	FALSE	MT	A high-level Palestinian official announced today, Friday, that American President Bill Clinton gave the Israeli and Palestinian negotiators who are meeting at Wye Plantation (Maryland) until next Tuesday to reach &quot;an agreement.&quot;	President Clinton gave the two parties until next March to reach an agreement.
1339	FALSE	MT	He said that &quot;fighting Mafia activities is a very difficult task, and it requires a determined government and a responsible opposition.&quot;	He said that the government was determined to fight the Mafia.
1351	FALSE	MT	The statement also demanded that Interior Minister Habib Al-Adli explain the delay in &quot;conducting an investigation inside his ministry with the officers responsible for the Al-Koshah village events, despite the passage of three months since these crimes were committed.&quot;	Also called the statement the Minister of the Interior Habib the just my to explain delays his report on &quot;an investigation within the Ministry with the officers responsible of events village Al Kusheh despite the passage three months prior to the commission of such offences.&quot;
2096	FALSE	MT	The ISM non-manufacturing index rose to 64.8 in July from 59.9 in June.	The non-manufacturing index of the ISM raised 64.8 in July from 59.9 in June.
1344	TRUE	MT	In a letter to &quot;The Times&quot; newspaper, to be published in its issue for tomorrow, Thursday, Margaret Thatcher, who received Pinochet at her house two weeks ago, said that help extended by the &quot;Chilean Senator-for-life&quot; to the British people contributed to the shortening of the Falkland&apos;s War against Argentina in 1982, consequently saving the lives of a large number of Britons.	Pinochet was a guest in Margaret Thatcher&apos;s home.
1283	TRUE	MT	The chief of the German Central Bank (Bundesbank), Hans Tietmeyer, justified this measure by citing the early signs of economic slowdown affecting the countries which will adopt the Euro.	Hans Tietmeyer, head of the Bundesbank, used the economic slowdown as justification for the measures.
1292	FALSE	MT	Duesenburg assured the markets by saying that &quot;the Euro will be launched, at least as far as Europe is concerned, under the best economic conditions.	Duesenburg confirmed that the Euro would only be launched in Europe.
2109	FALSE	MT	One of the Jordanian hostages said he had been released with three other Jordanian truck drivers.	One of the Jordanian hostages said that it had been released other three Jordanian truck drivers.
1274	TRUE	MT	Swedish rescue authorities announced, in a new tally obtained by Agence France Presse, that at least 60 people, mostly young people, died in a blaze that broke out the Thursday night in a theatre in Gutenberg (south).	60 people died in a fire in Sweden.
1316	TRUE	MT	He said amusingly, &quot;Torture used to happen before Christ&apos;s birth, but now it absolutely does not happen.&quot;	He claimed that torture had not been employed since Biblical times.
1317	FALSE	MT	These parties are the True Path Party (rightist), which is led by Tansu Ciller, the Virtue Party (Islamist) and the Republican People&apos;s Party (socialist democratic), led by Deniz Baykal who withdrew his support for the government.	The True Path Party, the Virtue Party and the Republican People&apos;s Party withdrew their support.
1235	FALSE	MT	Poet Maha Kanwat, the Progressive National Front&apos;s candidate, promised in an interview published by +Tishreen+ Newspaper that she &quot;will work, in the event of her win, to modernize the laws dealing with women, family and youths.&quot;	In a poem published in &quot;Tishreen&quot; newspaper, Maha Kanwat, promised to fight for women&apos;s rights, should she win her seat.
1313	TRUE	MT	It is to be mentioned that the airport is capable of receiving 700 thousand passengers annually and receiving giant planes like the Boeing 747 model.	The airport, with a projected annual passenger capacity of 700,000, will also be able to facilitate the Boeing 747.
1251	TRUE	MT	It asserted that &quot;within this framework, we draw your attention (People&apos;s Congress members) to Legislation 24 dealing with foreign currency circulation, which is no longer applicable and it has become one of the most significant obstacles to economic and investment activities.	Article 24 is obsolete, and is hindering the economy.
1330	TRUE	MT	According to the official introduction on the Euro&apos;s web site, imaginary windows and doors representing the &quot;mysticism of openness and cooperation within the European Union appear on the front side of the banknotes.	The bank notes will show pictures of windows and doors.
1355	FALSE	MT	Nearly 6.6 million Syrian voters obtained their election cards to participate in these elections, which are the seventh to be held since the ascent of President Hafez Al-Assad to power in 1970.	Had received approximately $ $DECIMAL million voters Syrian passes are obtained their electoral to participate in these elections and is the seventh governing since the arrival of President Hafez al-Assad to power in $YEAR
1261	TRUE	MT	Zeroual proposed February 25 as elections date, but this date will not become final until after the agreement between all of the political partners, according to what was reported by the First Secretary of the Socialist Forces Front, Ahmed Djeddai.	The election will be held on the 25th of February if all of the political partners agree.
1338	TRUE	MT	The Supreme Court was due to decide today, Wednesday, on the appeal filed by De Klerk for the purpose of omitting the accusatory paragraphs against him in the report, especially the paragraphs on his responsibility for bloody attacks that were carried out in the eighties against anti-apartheid organizations.	De Klerk awaits the Supreme court decision regarding the omission of his name in the incriminating report.
1311	TRUE	MT	The American Consul-General in Jerusalem, John Hearst, and an high-level Israeli officer in military uniform were among the dignitaries.	There were American and Israeli dignitaries present.
1327	FALSE	MT	Naji Al-Hudaithi, the former advisor at the Ministry of Information, was appointed Ambassador to Vienna and Iraq&apos;s Representative to the International Atomic Energy Agency.	Appointed survivors the newly former adviser at the Ministry of Information Ambassador to Vienna and the representatives of Iraq to the the IAEA
1168	TRUE	MT	Ramadan told reporters in Baghdad that &quot;Iraq cannot deal positively with whoever represents the Security Council, unless there was a clear stance on the issue of lifting the blockade.	Ramadan said that Iraq would cooperate when the UN considers lifting the embargo.
1291	TRUE	MT	Speaking to &quot;TV 4&quot; news, witness Jamal Fawwaz said that a stampede occurred when everybody fled the dance floor to the exits after the overhead lights had caught fire and fallen to the ground, causing the flames to spread.	A stampede occurred when the flames spread.
1231	FALSE	MT	12 Britons, two American and two Australian tourists, who were taking a tour of Yemen, were kidnapped yesterday, at the hands of twenty armed men in the Abyan region.	A dozen armed men abducted the tourists in Yemen.
1253	TRUE	MT	The Deputy Chairman of the Chamber of Commerce in Damascus, Flaha, said that since Act No. 10 was approved in 1991, foreign investment has increased dramatically, bringing $600 million into the economy.	Flaha, the Deputy Chairman of the Chamber of Commerce in Damascus, said that Article 10 had greatly improved the economy.
1347	FALSE	MT	Sources close to Al-Takriti had confirmed in August 1995 that he dissented like Hussein Kamel Hassan, the Iraqi president&apos;s son-in-law, and his brother Saddam who fled to Jordan, but Barazan Al-Takriti denied these reports at the time.	The sources close to Tikrit my stressed in $YEAR that it broke as General Hussein Kamel Hassan smelting the Iraqi president and his brother Saddam which Frei to Jordan, but Tikrit my denied these reports on time
1302	FALSE	MT	He gave assurances once again that he would work with his Secretary of State, Madeline Albright to &quot;do all they can&quot; to distance themselves from the proceedings.	Clinton said that he and Madeleine Albright would do all they could the help reach an agreement.
1308	FALSE	MT	Newspapers said that every independent candidate spent between 200 thousand and 500 thousand dollars on his election campaign.	Independent candidates must spend $50,000 on their election campaigns.
1340	FALSE	MT	The same source said that Cohen, who was received by the Prime Minister and Minister of Defense, Fayez Al-Tarawneh, will hold talks especially with Jordan&apos;s Crown Prince, Prince Al-Hassan Bin Talal, who represents King Hussein in running the country&apos;s affairs.	Cohen met with Jordanian officials, including the King of Jordan.
2106	FALSE	MT	Oil prices fell from fresh 21-year highs on Wednesday.	The prices of the crude one imposed Wednesday a record.
1343	TRUE	MT	An American diplomat pointed out that the Jordanian monarch presence in Wye Plantation can dispel the rumors about the deterioration of his health condition.	King Hussein will go to the Wye Plantation.
1194	FALSE	MT	Finally, the Truth and Reconciliation Commission asked the African National Congress to accept its responsibilities for Winnie Madikizela-Mandela and her militia that bears the name &quot;the Mandela Football Club&quot; which planted fear in the black city of Soweto at the end of the eighties.	The Commission requested that the ANC officially disregard it&apos;s affiliation to Winny Mandela and her militia; &quot;The Mandela Football Club&quot; which attacked Soweto in the 1980&apos;s.
1258	TRUE	MT	Prince Hassan disclosed the content of a letter he had received from the Jordanian monarch in which the latter affirms that &quot;the doctors at the Mayo Clinic and their colleagues in the United States are relieved by the test results, which conclude our stay here until a later date in the third month of next year, God willing.	The Jordinian monarch sent a letter to Prince El Hassan, saying that doctors were satisfied with his results, and that he could go home until March.
1249	FALSE	MT	The process of counting the votes of the Syrian election has begun already. Voting opened yesterday, Monday, (at 00,14 local time 00,12 GMT )	Voting started on Monday at 14:00, and the counting started as soon as the booths closed.
1332	FALSE	MT	They explained that President Arafat affirmed his determination to reach a comprehensive agreement and that Clinton promised him to make additional efforts in order to overcome the obstacles that hinder such an agreement.	Indicated that President Arafat stressed its insistence on the comprehensive agreement and that Clinton its promise to additional efforts of for overcoming obstacles impede such agreement is
2108	FALSE	MT	U.S. gasoline futures fell 3.36 cents.	The price to future of the gasoline lowered to 3.36 cents.
1335	TRUE	MT	Yet, he did not succeed in changing the position of Netanyahu, who again opted to appease the Israeli radical right, which threatens to bring down his government and rejects any concessions under the framework of the peace process.	Netanyahu could be displaced by the radical right.
1174	FALSE	MT	On the other hand, 48% of those included in the poll think that Congress is not handling this case satisfactorily, but 53% of them believe that President Clinton deserves to be censored.	48% of the poll say that Congress is unsatisfactory, and 53% believe that President Clinton deserves to be replaced.
1278	TRUE	MT	Syrian Interior Minister Mohammad Harba said in a statement reported by the &quot;SANA&quot; News Agency that &quot;the great interest in nomination for the People&apos;s Congress membership and the wide activity that accompanied it by the candidates, whether they were from the Progressive National Front or from the independent candidates, expressed the full maturity of the cause of democracy in our country.&quot;	There was great interest in nomination for the Congress from all candidates.
1348	FALSE	MT	United Nations Secretary-General, Kofi Anan, left Tripoli this evening, Saturday, heading to Tunisia following closed talks for one-and-a-half hours with the Libyan leader, Colonel Moammar Al Kaddafy, in the Libyan Desert.	Left the Secretary-General of the United Nations Kofi Anan evening Saturday Tripoli on his way to Tunisia after talks closed for one hour and a half hours with the Libyan leader Colonel Muammar Qaddafi in Western Sahara Libyan Arab Jamahiriya
1266	TRUE	MT	Mohammad Galal Abd Al-Kawi, author of the 15-episode series &quot;The Priest and the Sheikh&quot;, says in a conversation with Agence France Presse today, Sunday, that he wrote these episodes &quot;to respond to the biased campaigns in some Western media outlets, which are being directed by Jews, for the purpose of inciting subversion between Moslems and Copts.&quot;	Mohammad Galal Abd Al-Kawi wrote the series, &quot;The Priest and the Sheikh,&quot; in retaliation to what he sees as Jewish propaganda of some Western media.
1319	FALSE	MT	The demonstrators were calling for a trial of the right-wing politician, and on seeing them, he gave them a rude gesture, and the police then had to stop four demonstrators who tried to chace the senator.	Demonstrators gave the right-wing senator a rude gesture.
1248	FALSE	MT	Three British tourists and a fourth who is Australian were killed yesterday when Yemeni police stormed the location where the hostages were detained in order to free them from their kidnappers. Two other tourists were wounded.	Yemeni police killed the hostage tourists yesterday when they raided the place where their kidnappers had been holding them.
1270	TRUE	MT	President Arnoldo Aleman conceeded that the death toll was approximately 4,000, and a spokesman for the Government, Gilberto Wing, admitted many people were missing, and that bodies were still being found in some isolated areas.	Approximately 4,000 people are dead already, more bodies are still being found, and there are still many people missing.
1267	FALSE	MT	He said that the episodes also show &quot;the Copt&apos;s rejection of the British colonial power&apos;s attempts to incite sectarian subversion amidst the 1919 revolution, which was distinguished by the standing of Moslems and Copts on one side in the face of the colonial power.&quot;	He shows that worked together to reject the British colonial power.
1192	TRUE	MT	The report listed 13 forms of maltreatment - including the so-called &quot;From Beirut&quot;, where the victim and is stripped and beaten with force while lying on the ground.	One of the 13 forms of mistreatment is &quot;From Beirut&quot;, where the victim is beaten while naked on the floor.
1166	TRUE	MT	The Security Council, yesterday, &quot;unanimously&quot; condemned Iraq&apos;s decision to sever the relationship with the United Nations Special Commission in charge of disarming Iraqi weapons of mass destruction, and asked Baghdad &quot;to repeal its decision immediately and unconditionally.&quot;	The Security Council wants Iraq to change its decision.
2102	FALSE	MT	Iowa has lost 26,000 manufacturing jobs since Bush took office.	Iowa is lost.
1336	FALSE	MT	During his trip to the Middle East that took three days, Clinton made the first visit by an American president to the Palestinian Territories and participated in a three-way meeting with Israeli Prime Minister Benjamin Netanyahu and Palestinian President Yasser Arafat.	During his trip to the east of the Middle which lasted three days , the Clinton to first visit to American President to the occupied Palestinian territories and participated in meeting tripartite cooperation with Israeli Prime Minister Benjamin Netanyahu and Palestinian President , Yasser Arafat
1203	FALSE	MT	Raymond Eddeh, one of the Lebanese Christian opposition leaders, considered today, that the election of the Commander of the Lebanese Army, General Emile Lahoud as President of the Lebanese Republic, would constitute &quot;a threat to democracy.&quot;	Raymond Eddeh, the opposition leader in the Lebanon, said that Lahoud&apos;s election as President of Syira, constitutes a &quot;democratic threat.&quot;
1312	TRUE	MT	The plane will be prepared for President Arafat&apos;s flight to Paris on Wednesday, after he confirmed that he would allocate his first international trip, to France.	Arafat will devote his first international trip to France.
1268	TRUE	MT	Pope Shnouda III, the Copts&apos; Patriarch, rejected this foreign interference in the affairs of the Copts of Egypt, stressing the solidarity between her Christians and Moslems by saying, &quot;We do not accept foreign interference in our internal affairs, which we are resolving quietly with officials in our country.&quot;	Pope Shnouda III, asserted that the issues could be resolved peacefully without foreign interference, and that relations between the Christian and Moslem communities were good.
1175	TRUE	MT	The opinion poll was conducted on the sixth and seventh of October, and included a cross section of 861 adults with a margin of error estimated at 4%.	The poll was carried out on the 6th and 7th of October.
1987	TRUE	PP	The girl was found in Drummondville earlier this month.	The girl was discovered in Drummondville.
1995	TRUE	PP	5-year-old, family prepare for risky marrow transplant.	5-year-old, family prepare for risky bone marrow transplant.
1420	FALSE	PP	The American ground forces clashed with the insurgents for hours.	Insurgents slaughtered by American ground forces.
1994	TRUE	PP	French adventurer continues to row across the Atlantic.	French adventurer continues to row across the Atlantic Ocean.
507	TRUE	PP	if you are at risk of heart problems, it is now recommended that you talk to your doctor about taking aspirin to prevent a first heart attack.	Aspirin use lowers risk of heart disease.
1979	FALSE	PP	Rodriguez, a four-year NYPD officer, suffered burns to his legs and an eye injury in the explosion.	Rodriguez died of burns to his legs.
35	TRUE	PP	Saudi Arabia, the biggest oil producer in the world, was once a supporter of Osama bin Laden and his associates who led attacks against the United States.	Saudi Arabia is the world&apos;s biggest oil exporter.
1957	FALSE	PP	The version for the PC has essentially the same packaging as those for the big game consoles, but players have been complaining that it offers significantly less versatility when it comes to swinging through New York.	Players have been complaining that it sells significantly less versatility when it comes to swinging through New York.
1963	TRUE	PP	A poster campaign urging people not to eat smelly foods on London&apos;s overcrowded and overheated underground system has sparked a diplomatic incident with Italy.	A poster campaign calling for people not to eat smelly foods on London&apos;s overcrowded and overheated underground system has sparked a diplomatic incident with Italy.
1955	TRUE	PP	&quot;The Village&quot; from The Walt Disney Co. debuts in 3,730 theaters, or 863 more than its next closest rival, Denzel Washington thriller &quot;The Manchurian Candidate&quot; in 2,867 venues, according to box office tracker Exhibitor Relations Inc.	&quot;The Village&quot; premiered in 3,730 theaters.
1990	FALSE	PP	Design problems would delay the release of mobile computer chipset dubbed Alviso until next year.	Design problems would allow the release of mobile computer chipset dubbed Alviso until next year.
1427	FALSE	PP	Stephen Hawking, a chap who knows a bit about physics, admitted yesterday that he was wrong about what happens when matter is sucked into a black hole.	Stephen Hawking lied about what happens when matter is sucked into a black hole.
1441	FALSE	PP	Frenchman Thomas Voeckler still leads the Tour de France by 22 seconds and other contenders have drifted away.	Frenchman Thomas Voeckler provides data on the Tour de France.
1984	FALSE	PP	Those accounts were not officially confirmed by the Uzbek or American governments.	The Uzbek or American governments confirmed those accounts.
1967	TRUE	PP	With the Colosseum and a swollen golden moon rising above it as a backdrop, Simon &amp; Garfunkel closed out the European leg of their Old Friends tour with hundreds of thousands of adoring fans stretched before them Saturday night.	Simon &amp; Garfunkel finished off the European leg of their Old Friends tour.
553	FALSE	PP	North Korea said Friday the United States had put multilateral nuclear crisis talks in jeopardy by refusing to give up its hostile policy toward the communist state.	North Korea threatened to develop a &quot;nuclear deterrent&quot; unless the United States ends its &quot;hostile policy&quot;.
1992	FALSE	PP	Profits nearly doubled to nearly $1.8 billion.	Profits nearly tripled to nearly $1.8 billion.
2049	TRUE	PP	Five other soldiers have been ordered to face courts-martial.	Five other soldiers have been demanded to face courts-martial.
1962	FALSE	PP	Ohio has lost thousands of manufacturing jobs, and the county&apos;s unemployment rate was 6.4 percent in June, compared with 5.6 percent nationally.	Ohio has gained thousands of manufacturing jobs.
1425	FALSE	PP	Freed Iraqi hostage Angelo de la Cruz thanks President Arroyo for helping secure his release.	Freed Iraqi hostage Angelo de la Cruz pays a visit to President Arroyo.
1421	FALSE	PP	The Gaza unrest prompted Ahmed Qurei, prime minister, to threaten to quit.	The Gaza unrest spurred Ahmed Qurei into quitting.
48	TRUE	PP	Clinton is a very charismatic person.	Clinton is articulate.
1991	TRUE	PP	Profits nearly doubled to nearly $1.8 billion.	Profits grew to nearly $1.8 billion.
1445	FALSE	PP	Black holes can lose mass by radiating energy in the form of &quot;Hawking radiation&quot;.	Black holes can regain some of their mass by radiating energy.
539	FALSE	PP	Council Member Michael Bush at large also voted against the pay hike, saying he felt that council members do not need more money.	Michael Bush urged council members to not spend more money.
1956	FALSE	PP	&quot;The Village&quot; from The Walt Disney Co. debuts in 3,730 theaters, or 863 more than its next closest rival, Denzel Washington thriller &quot;The Manchurian Candidate&quot; in 2,867 venues, according to box office tracker Exhibitor Relations Inc.	&quot;The Village&quot; filmed in 3,730 theaters.
1447	TRUE	PP	Researchers have found evidence that some people inherit a genetic makeup that makes them more prone to aggression and violence.	Researchers have found that some people inherit a genetic makeup that makes them more inclined to aggression and violence.
1969	TRUE	PP	Rodriguez was originally hailed as a hero for steering people away from the bomb that went off in the station at W. 43rd St. and Eighth Ave. during his second-to-last day on the job.	The bomb exploded in the station.
1988	TRUE	PP	The girl&apos;s mother and grandmother have been charged with conspiracy to commit murder.	The girl&apos;s mother and grandmother face charges of conspiracy to commit murder.
1981	FALSE	PP	The bombers had not managed to enter the embassy compounds.	The bombers entered the embassy compounds.
1422	TRUE	PP	The Gaza unrest prompted Ahmed Qurei, prime minister, to threaten to quit.	The Gaza unrest triggered Ahmed Qurei&apos;s threat to quit.
1961	TRUE	PP	Vice President Dick Cheney told a crowd in Tuscon, Ariz., that the Bush team is &quot;doing everything in our power to defend against a terrorist attack on our homeland&quot; and repeated the theme later in New Mexico.	Vice President Dick Cheney spoke to a crowd in Tuscon, Ariz.
39	TRUE	PP	Mr. Clinton received a hefty advance for the book, reportedly $10m, but he joked that by the time he finished the 937-page tome &quot;I was just about down to minimum wage&quot;.	Bill Clinton received a reported $10 million advance.
1954	FALSE	PP	France on Saturday flew a planeload of United Nations aid into eastern Chad where French soldiers prepared to deploy from their base in Abeche toward the border with Sudan&apos;s Darfur region.	France crashed a planeload of United Nations aid into eastern Chad.
1442	FALSE	PP	Frenchman Thomas Voeckler still leads the Tour de France by 22 seconds and other contenders have drifted away.	Frenchman Thomas Voeckler pollutes the Tour de France.
472	TRUE	PP	Weekly numbers also showed that refinancing activity sailed to its highest level since January and jobless claims dropped to the lowest level since the recession began in January of 2001.	Jobless claims fall to lowest level since January 2001.
554	FALSE	PP	U.N. weapons inspectors left Iraq the day before the invasion began in March, and the United States has expressed no interest in letting them return now that its troops control the country.	U.N. weapons inspectors will go back to Iraq.
1980	TRUE	PP	Spanish authorities have blamed the Madrid attacks on Islamic dissidents acting in the name of al-Qaida.	Spanish authorities attributed the Madrid attacks to Islamic dissidents.
1960	FALSE	PP	Bush returned to the White House late Saturday while his running mate was off campaigning in the West.	Bush left the White House.
473	TRUE	PP	Jobless claims hit lowest level since early 2001.	Jobless claims fell to lowest level since January 2001.
1440	TRUE	PP	The prosecutor told the court that the incident had caused &quot;distress&quot; to one of the children.	The prosecutor told the court that &quot;distress&quot; in one of the children is ascribed to the incident.
1964	FALSE	PP	Under the avalanche of Italian outrage London Underground has apologized and agreed to withdraw the poster.	London Underground opposed to withdraw the poster.
1983	TRUE	PP	News reports said that the blast had been triggered by a man wearing an explosive vest and that as many as three people had been killed.	The blast had been set off by a man wearing an explosive vest.
1968	TRUE	PP	Rodriguez was being treated at Columbia Presbyterian for psychiatric evaluation.	Rodriguez received treatment at Columbia Presbyterian.
1424	FALSE	PP	Mr Arafat&apos;s opponents still blame him for the mounting lawlessness in the Palestinian territories.	Mr Arafat&apos;s opponents appealed to him to stop the mounting lawlessness in the Palestinian territories.
1432	FALSE	PP	The report faults intelligence agencies for a &quot;lack of imagination&quot; in not anticipating that al Qaeda could attack the United States using hijacked aircraft.	The report backs intelligence agencies.
1359	FALSE	PP	Word that Allawi approved the attack was a clear attempt to show that the Iraqi government has taken full sovereignty from the Americans and has firm control, despite its deep reliance on the 160,000 foreign troops.	The Iraqi government has stolen full sovereignty from the Americans.
1996	TRUE	PP	Iraqi militants abduct 2 Turks in Iraq.	Iraqi militants kidnap 2 Turks in Iraq.
1423	TRUE	PP	Mr Arafat&apos;s opponents still blame him for the mounting lawlessness in the Palestinian territories.	Mr Arafat&apos;s opponents accuse him of being responsible for the mounting lawlessness in the Palestinian territories.
1982	FALSE	PP	It was not clear whether the attack was carried out by a suicide bomber.	The attack was carried out by a suicide bomber.
1595	TRUE	QA	In 1884, with Ireland under the rule of the British Crown, a group of Irish nationalists met in County Galway to establish an organization for Irish athletes, the Gaelic Athletic Association (GAA).	The GAA was set up in Co. Galway.
2029	FALSE	QA	Allen &amp; Overy has a leading practice in both France and Europe and the firm&apos;s partners devoted to capital markets work in Paris are principally Dan Lauder and Francois Poudelet.	Paris is the capital of France.
2035	FALSE	QA	Bush, who was a pitcher on his freshman year baseball team at Yale University, is shown here with Texas baseball legend, pitcher Nolan Ryan.	Bush purchased a small interest in the Yale University baseball team.
1531	FALSE	QA	Built by the Caliph al-Walid (r. 705-715), of the Umayyad dynasty, El-Aksa is one of the largest and most important mosques in the Muslim world, and the earliest in Palestine.	The Al Aqsa Mosque is in Jerusalem.
1521	TRUE	QA	On 2 February 1990, at the opening of Parliament, he declared that apartheid had failed and that the bans on political parties, including the ANC, were to be lifted.	Apartheid in South Africa was abolished in 1990.
1480	TRUE	QA	Names in the News After Sweden swept three tennis matches to capture the Davis Cup, Yevgeny Kafelnikov restored a little Russian pride by defeating Stefan Edberg, 4-6, 6-4, 6-0, in Moscow.	Sweden won the Davis Cup.
2038	FALSE	QA	A cross between Nicole Kidman and Sarah Jessica Parker would sound pretty good to most men, I believe.	Nicole Kidman is married to Sarah Jessica Parker.
2040	FALSE	QA	Stjepan Mesic was the first Croatian president to deliver a public address at Harvard.	Stjepan Mesic was the first Croatian president.
2039	FALSE	QA	The Ploce mayor Josko Damic spoke of the first Croatian president.	Josko Damic was the first Croatian president.
1504	FALSE	QA	Morris has been working to develop independent filmmakers and was especially buoyed by the recent Cannes Film Festival where &quot;Pulp Fiction&quot; -- with director Quentin Tarantino and actors Willis and John Travolta, all Morris clients -- was the big winner.	Quentin Tarantino&apos;s film, &quot;Pulp Fiction&quot; won Best Director at the Cannes Film Festival.
1512	TRUE	QA	Lisa Marie was aware of the pressures of being Elvis Presley&apos;s daughter, so she didn&apos;t exactly pursue songwriting that seriously.	Lisa Marie Presley&apos;s father was Elvis Presley.
1572	TRUE	QA	Several months after the Taliban&apos;s defeat, Afghanistan presents MSF and other aid agencies with a new opportunity to provide health care for the female population of the conservative Islamic state.	The Taliban was an Afgan organisation.
1451	TRUE	QA	Bosnian Serb leader Radovan Karadzic has repeatedly boasted that American troops would be sent home in body bags if they intervened.	Radovan Karadzic is the leader of the Bosnian Serbs.
1498	FALSE	QA	If Russia is excluded from NATO membership while Poland and Hungary are on the path to becoming NATO allies, how can Moscow avoid the conclusion that a renewed and enlarged NATO retains its traditional objective of confronting Russia?	Moscow is the capital of Russia.
